movie_id,title,douban_url,poster,导演,主演,类型,制片国家/地区,年份
1291543,功夫,https://movie.douban.com/subject/1291543/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2219011938.jpg,周星驰,周星驰/元秋/元华,动作/喜剧/犯罪/奇幻,中国大陆/中国香港,2004
1302425,喜剧之王 喜劇之王,https://movie.douban.com/subject/1302425/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2579932167.jpg,周星驰/李力持,周星驰/张柏芝/莫文蔚,喜剧/剧情/爱情,中国香港,1999
1305487,猫鼠游戏 Catch Me If You Can,https://movie.douban.com/subject/1305487/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p453924541.jpg,史蒂文·斯皮尔伯格,莱昂纳多·迪卡普里奥/汤姆·汉克斯/克里斯托弗·沃肯,传记/犯罪/剧情,美国/加拿大,2002
1401385,彗星美人 All About Eve,https://movie.douban.com/subject/1401385/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p456699730.jpg,约瑟夫·L·曼凯维奇,贝蒂·戴维斯/安妮·巴克斯特/乔治·桑德斯,剧情,美国,1950
1294047,凡尔杜先生 Monsieur Verdoux,https://movie.douban.com/subject/1294047/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1819874418.jpg,查理·卓别林,查理·卓别林/马迪·科雷尔/艾莉森·罗丹,喜剧/犯罪/剧情,美国,1947
1296679,红胡子 赤ひげ,https://movie.douban.com/subject/1296679/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215875666.jpg,黑泽明,三船敏郎/加山雄三/山崎努,剧情,日本,1965
1295211,待客之道 Our Hospitality,https://movie.douban.com/subject/1295211/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2573433510.jpg,约翰·布莱斯通/巴斯特·基顿,巴斯特·基顿/娜塔莉·塔尔梅奇/乔·罗伯茨,喜剧/爱情/惊悚,美国,1923
1299103,冬冬的假期,https://movie.douban.com/subject/1299103/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2347250205.jpg,侯孝贤,梅芳/古军/王启光,剧情/儿童,中国台湾,1984
1292288,公民凯恩 Citizen Kane,https://movie.douban.com/subject/1292288/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1474928139.jpg,奥逊·威尔斯,奥逊·威尔斯/约瑟夫·科顿/多萝西·康明戈尔,剧情/悬疑,美国,1941
1295753,日出 Sunrise: A Song of Two Humans,https://movie.douban.com/subject/1295753/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1443400002.jpg,F·W·茂瑙,乔治·奥布莱恩/珍妮·盖诺/玛格丽特·利文斯顿,剧情/爱情,美国,1927
